id,inclinacion_peligrosa
1651,0
1652,0
1653,-1
1654,-1
1656,-1
1657,-1
1658,-1
1666,-1
1668,-1
1669,-1
1673,-1
1674,-1
1676,-1
1678,-1
1680,0
1684,-1
1688,-1
1693,-1
1696,-1
1700,-1
1706,-1
1708,-1
1721,-1
1724,-1
1726,-1
1728,-1
1729,-1
1731,-1
1733,-1
1735,0
1737,-1
1740,-1
1742,-1
1747,-1
1749,-1
1750,-1
1756,-1
1760,-1
1764,-1
1765,-1
1772,-1
1776,-1
1778,-1
1779,-1
1780,-1
1782,-1
1786,-1
1791,-1
1795,-1
1797,-1
1799,-1
1801,-1
1804,-1
1807,-1
1812,-1
1820,-1
1826,-1
1834,-1
1836,-1
1838,-1
1839,-1
1848,-1
1853,0
1863,-1
1865,-1
1870,0
1872,-1
1878,0
1882,0
1886,-1
1892,-1
1899,-1
1902,0
1905,-1
1911,-1
1913,-1
1921,-1
1924,-1
1925,-1
1934,-1
1940,-1
1943,-1
1945,0
1960,0
1962,-1
1963,-1
1964,0
1965,0
1970,0
1971,0
1972,-1
1976,-1
1979,0
1982,0
1984,0
1992,0
1993,0
1996,-1
2001,-1
2013,0
2014,0
2015,-1
2017,0
2020,-1
2027,-1
2028,-1
2030,0
2032,-1
2039,-1
2044,0
2049,-1
2053,-1
2057,-1
2059,-1
2061,-1
2067,0
2068,0
2070,-1
2075,-1
2091,0
2093,-1
2095,-1
2096,0
2100,-1
2107,-1
2109,0
2111,-1
2112,-1
2113,-1
2124,-1
2128,0
2129,0
2134,-1
2141,0
2150,-1
2157,-1
2158,0
2166,-1
2176,0
2183,0
2186,-1
2191,-1
2195,-1
2197,-1
2199,0
2203,0
2206,-1
2209,-1
2210,-1
2215,-1
2216,-1
2220,-1
2222,-1
2224,-1
2226,0
2227,0
2232,0
2233,0
2236,-1
2240,0
2247,0
2250,-1
2255,-1
2264,0
2265,0
2278,0
2283,0
2286,-1
2287,-1
2288,-1
2291,0
2292,0
2293,-1
2294,-1
2296,0
2298,0
2301,-1
2306,-1
2326,0
2336,0
2341,-1
2342,-1
2343,-1
2346,-1
2349,-1
2356,-1
2358,0
2372,-1
2373,-1
2374,-1
2375,-1
2386,0
2388,-1
2391,-1
2393,-1
2396,0
2398,0
2399,-1
2400,-1
2404,-1
2407,-1
2408,-1
2414,-1
2423,-1
2424,-1
2430,0
2431,0
2432,-1
2451,-1
2452,-1
2458,0
2462,0
2464,0
2473,0
2476,0
2477,0
2484,-1
2490,-1
2494,-1
2495,0
2497,-1
2503,-1
2507,0
2513,-1
2519,-1
2521,-1
2522,-1
2527,-1
2534,-1
2535,-1
2540,-1
2546,0
2548,-1
2549,-1
2556,-1
2558,0
2562,-1
2565,-1
2568,-1
2573,0
2581,-1
2582,0
2583,-1
2586,-1
2590,-1
2594,-1
2596,-1
2597,-1
2599,-1
2600,-1
2608,0
2609,0
2610,0
2611,0
2614,-1
2624,-1
2626,-1
2627,-1
2629,-1
2630,-1
2632,-1
2635,-1
2644,-1
2649,-1
2650,0
2652,0
2658,-1
2659,0
2662,-1
2664,-1
2675,0
2679,0
2687,-1
2693,-1
2695,-1
2700,-1
2703,-1
2712,-1
2715,-1
2729,-1
2730,0
2732,-1
2734,-1
2737,-1
2739,0
2741,0
2742,-1
2748,-1
2750,0
2751,-1
2754,-1
2755,-1
2756,-1
2757,-1
2765,-1
2769,-1
2781,-1
2798,-1
2802,-1
2804,-1
2805,0
2806,-1
2810,0
2814,0
2818,-1
2821,0
2831,0
2837,-1
2838,-1
2842,0
2843,0
2847,0
2853,0
2857,-1
2859,0
2862,-1
2868,0
2875,0
2879,-1
2900,-1
2901,-1
2903,-1
2904,-1
2911,-1
2912,-1
2915,-1
2916,-1
2917,0
2921,-1
2925,-1
2926,-1
2932,-1
2933,-1
2936,0
2939,0
2940,0
2944,0
2946,-1
2947,-1
2948,0
2952,-1
2953,-1
2954,-1
2955,-1
2960,-1
2961,-1
2962,-1
2964,-1
2966,-1
2972,0
2978,0
2995,-1
2999,-1
3005,-1
3006,-1
3011,0
3014,-1
3022,-1
3023,0
3042,-1
3043,0
3045,-1
3047,0
3050,0
3058,-1
3059,0
3063,0
3068,0
3071,0
3078,0
3081,-1
3084,0
3085,-1
3087,0
3089,-1
3093,-1
3098,0
3101,-1
3110,-1
3114,0
3121,-1
3122,-1
3125,-1
3128,0
3131,0
3132,-1
3151,-1
3153,0
3155,0
3156,-1
3160,-1
3161,-1
3163,-1
3170,0
3175,-1
3176,-1
3192,-1
3194,0
3201,-1
3205,-1
3208,0
3209,-1
3215,0
3216,-1
3222,-1
3223,-1
3227,0
3235,-1
3236,-1
3250,-1
3254,-1
3257,-1
3258,-1
3267,-1
3271,-1
3273,0
3274,-1
3278,0
3290,-1
3297,-1
3305,-1
3313,-1
3315,0
3320,-1
3321,-1
3322,0
3325,0
3334,-1
3337,-1
3344,0
3348,-1
3351,-1
3355,0
3356,0
3358,-1
3368,-1
3369,-1
3372,-1
3374,-1
3382,-1
3387,-1
3390,-1
3391,-1
3394,-1
3400,-1
3404,-1
3407,0
3412,-1
3416,-1
3417,0
3420,-1
3421,-1
3424,-1
3426,0
3429,-1
3430,-1
3431,-1
3435,-1
3438,-1
3447,-1
3451,-1
3453,-1
3454,-1
3456,-1
3458,-1
3464,-1
3465,-1
3472,-1
3477,-1
3479,-1
3484,-1
3486,-1
3487,-1
3489,-1
3492,0
3493,0
3508,-1
3509,-1
3510,-1
3512,-1
3513,-1
3515,-1
3522,-1
3523,-1
3526,-1
3529,-1
3542,0
3544,0
3551,0
3553,0
3554,0
3555,-1
3565,-1
3566,0
3567,-1
3568,0
3579,-1
3580,-1
3581,0
3586,-1
3599,-1
3602,-1
3603,-1
3605,-1
3607,-1
3610,-1
3615,0
3616,0
3617,-1
3623,0
3626,-1
3627,-1
3629,-1
3632,0
3639,-1
3642,-1
3643,-1
3645,-1
3648,-1
3649,-1
3653,-1
3658,-1
3659,-1
3665,-1
3673,-1
3677,-1
3679,-1
3681,-1
3686,-1
3695,-1
3698,-1
3702,-1
3709,-1
3710,0
3720,0
3722,-1
3724,-1
3726,-1
3727,-1
3728,0
3730,0
3735,-1
3749,-1
3750,-1
3754,-1
3757,-1
3760,0
3761,-1
3766,-1
3771,-1
3773,-1
3781,0
3785,0
3787,0
3788,0
3792,-1
3797,-1
3798,-1
3804,-1
3811,0
3818,0
3819,-1
3822,-1
3827,0
3829,-1
3835,0
3836,0
3838,-1
3840,-1
3843,-1
3844,0
3847,-1
3852,-1
3859,-1
3860,-1
3863,-1
3864,-1
3866,-1
3870,0
3873,-1
3874,-1
3881,-1
3888,-1
3896,-1
3902,-1
3903,-1
3906,-1
3908,-1
3909,-1
3911,0
3914,-1
3915,0
3919,-1
3920,-1
3923,-1
3924,0
3927,-1
3930,0
3936,-1
3938,-1
3941,-1
3948,-1
3949,-1
3955,-1
3958,-1
3959,-1
3962,-1
3966,-1
3967,-1
3974,-1
3977,-1
3978,0
3981,0
3984,-1
3985,-1
3987,-1
3992,0
3993,0
3998,0
4007,-1
4008,0
4011,-1
4013,0
4014,-1
4015,-1
4019,0
4027,-1
4028,-1
4031,-1
4040,0
4041,0
4042,0
4043,-1
4047,-1
4053,-1
4054,-1
4055,-1
4056,-1
4063,-1
4066,-1
4070,-1
4073,0
4074,-1
4075,-1
4082,-1
4084,-1
4091,0
4094,-1
4095,-1
4096,0
4098,-1
4101,-1
4103,-1
4104,-1
4107,-1
4110,0
4114,-1
4117,-1
4118,-1
4121,-1
4126,0
4128,-1
4137,-1
4138,-1
4147,0
4152,0
4155,-1
4156,0
4157,-1
4163,0
4167,-1
4171,0
4172,-1
4179,0
4183,0
4186,-1
4189,-1
4190,0
4193,-1
4196,-1
4200,-1
4211,0
4214,0
4218,-1
4220,-1
4221,-1
4223,0
4229,-1
4230,-1
4232,-1
4239,-1
4241,-1
4244,-1
4246,-1
4248,0
4251,-1
4252,-1
4254,0
4257,-1
4260,-1
4261,0
4264,-1
4266,0
4270,-1
4277,-1
4278,-1
4285,-1
4288,0
4289,0
4293,-1
4296,-1
4300,-1
4301,-1
4304,-1
4313,-1
4314,-1
4318,0
4323,-1
4326,0
4327,0
4333,-1
4337,-1
4345,-1
4346,-1
4348,-1
4350,-1
4352,0
4353,-1
4355,-1
4361,0
4362,-1
4367,0
4375,-1
4377,-1
4384,0
4386,-1
4394,-1
4395,-1
4402,-1
4405,-1
4408,0
4412,-1
4414,-1
4419,0
4421,-1
4425,-1
4427,0
4428,-1
4438,-1
4439,-1
4445,-1
4447,-1
4448,-1
4450,-1
4452,-1
4455,-1
4457,-1
4458,-1
4465,0
4473,-1
4474,-1
4478,0
4489,-1
4492,-1
4493,-1
4496,-1
4499,0
4502,-1
4504,0
4511,-1
4518,-1
4521,-1
4524,0
4525,-1
4527,0
4529,0
4531,0
4534,-1
4537,-1
4544,-1
4545,-1
4550,-1
4556,-1
4559,-1
4562,-1
4563,-1
4567,-1
4568,-1
4571,-1
4573,-1
4575,-1
4576,-1
4579,-1
4581,0
4586,0
4590,-1
4591,0
4593,-1
4594,-1
4595,-1
4602,-1
4606,0
4618,-1
4619,-1
4633,0
4635,-1
4636,0
4640,0
4642,0
4644,-1
4645,0
4647,0
4649,-1
4655,0
4658,-1
4659,-1
4668,-1
4671,0
4674,-1
4678,-1
4679,-1
4686,-1
4687,-1
4688,-1
4689,-1
4693,-1
4694,-1
4695,-1
4696,-1
4697,-1
4698,-1
4699,-1
4703,-1
4705,-1
4715,-1
4716,-1
4717,-1
4718,-1
4721,0
4723,-1
4725,-1
4739,-1
4740,-1
4741,-1
4754,-1
4761,-1
4763,-1
4769,-1
4772,-1
4775,-1
4777,-1
4779,-1
4781,-1
4784,-1
4785,0
4791,-1
4796,0
4797,-1
4799,-1
4807,-1
4808,-1
4810,0
4812,-1
4814,-1
4818,-1
4821,-1
4827,0
4832,0
4841,-1
4842,-1
4847,-1
4848,-1
4849,-1
4853,-1
4859,0
4860,0
4861,0
4867,-1
4869,-1
4872,-1
4873,-1
4880,-1
4883,-1
4889,-1
4891,-1
4892,-1
4902,-1
4907,-1
4921,-1
4930,-1
4933,0
4938,-1
4939,-1
4940,0
4942,-1
4944,-1
4946,0
4948,0
4950,0
4965,0
4966,0
4970,-1
4972,0
4973,0
4974,0
4977,0
4978,0
4980,0
4981,-1
4986,0
4990,-1
4999,-1
5002,-1
5003,-1
5006,-1
5007,-1
5013,-1
5017,-1
5018,-1
5022,-1
5023,-1
5029,-1
5030,-1
5039,-1
5040,-1
5041,0
5045,-1
5047,0
5048,0
5056,-1
5057,-1
5059,-1
5065,-1
5068,-1
5071,0
5072,-1
5073,-1
5076,0
5084,-1
5086,-1
5089,-1
5090,-1
5092,-1
5093,-1
5102,0
5103,-1
5105,-1
5113,0
5115,-1
5116,-1
5117,-1
5118,-1
5120,-1
5123,-1
5124,-1
5128,-1
5130,-1
5142,0
5145,-1
5147,-1
5152,0
5153,0
5154,-1
5158,-1
5160,0
5161,0
5166,-1
5169,0
5171,0
5174,0
5176,0
5180,-1
5181,-1
5189,-1
5190,-1
5191,0
5197,-1
5209,0
5213,-1
5218,0
5219,-1
5224,-1
5227,-1
5228,-1
5230,-1
5235,-1
5236,-1
5239,-1
5250,-1
5263,0
5265,0
5267,0
5270,-1
5271,-1
5275,-1
5277,-1
5278,-1
5288,-1
5296,-1
5304,-1
5307,-1
5309,-1
5310,-1
5311,-1
5312,-1
5315,-1
5317,-1
5320,0
5321,-1
5322,-1
5328,-1
5342,-1
5344,-1
5346,0
5348,-1
5356,-1
5357,-1
5360,-1
5363,-1
5364,-1
5365,-1
5367,-1
5374,-1
5384,-1
5386,-1
5387,-1
5389,-1
5398,-1
5399,-1
5400,-1
5401,-1
5405,0
5406,0
5417,0
5419,-1
5420,-1
5422,-1
5424,0
5433,-1
5448,-1
5453,-1
5454,-1
5457,0
5460,0
5461,-1
5465,-1
5467,0
5468,-1
5471,0
5472,-1
5475,-1
5477,-1
5480,-1
5484,-1
5486,-1
5488,0
5492,-1
5495,-1
5501,-1
5503,-1
5506,-1
5512,-1
5521,0
5525,-1
5526,-1
5530,0
5535,-1
5537,-1
5542,0
5545,0
5549,-1
5553,0
5555,0
5557,0
5562,0
5565,-1
5570,0
5572,0
5573,-1
5579,-1
5586,-1
5591,-1
5592,0
5593,0
5594,-1
5595,-1
5601,-1
5602,-1
5605,-1
5607,-1
5611,-1
5612,-1
5615,-1
5620,-1
5623,-1
5627,-1
5630,-1
5633,-1
5640,-1
5650,-1
5655,-1
5666,-1
5669,-1
5675,-1
5676,-1
5678,-1
5680,0
5681,-1
5688,0
5689,0
5692,-1
5698,0
5699,-1
5700,-1
5707,-1
5709,-1
5710,-1
5712,-1
5716,-1
5720,-1
5725,-1
5727,-1
5728,-1
5729,-1
5736,-1
5748,-1
5751,-1
5755,-1
5757,-1
5759,-1
5760,-1
5763,-1
5765,-1
5768,-1
5771,-1
5776,-1
5778,-1
5782,-1
5783,-1
5784,-1
5792,-1
5793,-1
5795,-1
5805,0
5806,-1
5808,0
5813,-1
5814,-1
5824,-1
5827,-1
5828,-1
5831,-1
5842,-1
5845,0
5854,-1
5861,0
5863,0
5865,-1
5873,-1
5875,-1
5877,-1
5878,-1
5879,-1
5881,-1
5884,0
5895,0
5900,-1
5901,-1
5904,-1
5905,-1
5906,-1
5909,-1
5910,0
5911,0
5912,0
5918,0
5919,0
5935,0
5937,0
5938,0
5939,0
5940,0
5942,0
5943,0
5944,0
5949,0
5954,0
5957,0
5958,0
5969,-1
5970,-1
5977,-1
5978,-1
5981,-1
5982,-1
5983,-1
5984,-1
5986,-1
5989,0
5990,0
5995,-1
5996,0
5998,0
5999,-1
6003,0
6005,0
6009,-1
6018,0
6025,0
6029,-1
6030,0
6031,0
6038,0
6050,-1
6051,-1
6052,0
6061,0
6069,-1
6076,-1
6079,-1
6081,-1
6085,-1
6086,-1
6089,-1
6090,-1
6096,-1
6098,-1
6100,-1
6101,0
6102,-1
6103,-1
6108,-1
6109,-1
6110,-1
6112,-1
6115,-1
6116,0
6117,-1
6119,-1
6122,0
6127,-1
6133,-1
6134,-1
6139,-1
6142,0
6148,-1
6149,-1
6151,-1
6152,-1
6156,0
6158,0
6165,-1
6166,-1
6174,-1
6175,-1
6176,-1
6181,0
6183,0
6184,0
6187,-1
6190,0
6191,-1
6195,-1
6198,-1
6204,-1
6205,-1
6206,-1
6208,-1
6210,-1
6212,-1
6216,-1
6222,-1
6223,-1
6226,-1
6234,-1
6235,-1
6236,-1
6241,-1
6245,0
6246,0
6247,-1
6249,0
6254,0
6264,-1
6267,0
6275,0
6276,0
6282,-1
6283,-1
6293,-1
6295,-1
6305,0
6307,-1
6308,-1
6312,0
6330,0
6331,0
6335,0
6336,-1
6338,0
6341,-1
6344,-1
6347,-1
6348,-1
6349,0
6353,-1
6364,0
6375,-1
6376,-1
6377,-1
6393,-1
6401,-1
6407,0
6411,0
6415,-1
6418,-1
6419,-1
6422,0
6428,-1
6430,-1
6433,0
6434,-1
6437,-1
6440,-1
6441,0
6443,-1
6444,-1
6445,-1
6447,-1
6450,-1
6460,-1
6464,-1
6467,-1
6469,-1
6474,0
6477,-1
6478,-1
6483,-1
6484,0
6486,0
6487,0
6494,-1
6495,-1
6497,-1
6501,0
6502,0
6506,0
6508,-1
6510,-1
6519,0
6523,-1
6524,0
6529,-1
6530,0
6533,0
6538,-1
6539,0
6545,-1
6553,0
6557,0
6558,-1
6561,0
6562,0
6565,-1
6566,0
6569,0
6570,-1
6579,0
6582,-1
6583,0
6588,0
6590,-1
6591,0
6592,0
6595,0
6597,0
6600,0
6601,-1
6602,0
6609,-1
6617,0
6623,-1
6625,-1
6639,0
6640,0
6643,-1
6648,-1
6655,0
6657,-1
6659,0
6665,0
6666,0
6667,0
6672,-1
6677,-1
6679,-1
6682,-1
6683,0
6684,0
6691,0
6697,-1
6699,-1
6700,-1
6705,-1
6713,0
6714,-1
6717,0
6720,-1
6722,-1
6724,-1
6730,-1
6732,-1
6738,0
6740,-1
6743,-1
6744,-1
6745,0
6750,0
6751,0
6763,-1
6764,0
6775,-1
6776,0
6778,-1
6784,-1
6786,0
6789,0
6795,0
6796,0
6799,0
6800,-1
6801,0
6802,-1
6809,0
6824,0
6826,-1
6835,-1
6838,-1
6852,-1
6855,-1
6858,0
6865,0
6868,0
6872,-1
6878,0
6882,-1
6885,-1
6887,0
6892,-1
6895,0
6896,-1
6899,0
6900,0
6902,-1
6904,-1
6907,-1
6911,0
6921,-1
6925,-1
6929,-1
6933,0
6934,0
6936,-1
6943,-1
6947,-1
6948,0
6950,0
6951,0
6955,0
6959,0
6962,-1
6971,0
6976,0
6984,-1
6988,-1
6996,0
7006,-1
7010,-1
7011,-1
7013,-1
7021,-1
7022,-1
7035,0
7036,-1
7038,-1
7039,-1
7040,-1
7042,-1
7044,0
7046,-1
7047,0
7050,-1
7052,0
7059,0
7060,-1
7065,-1
7066,-1
7073,-1
7075,-1
7078,-1
7082,0
7087,-1
7095,-1
7099,-1
7104,0
7108,0
7111,-1
7115,-1
7116,0
7117,0
7118,-1
7120,0
7123,-1
7129,-1
7130,-1
7131,-1
7134,-1
7136,-1
7140,0
7141,0
7142,0
7145,0
7152,0
7154,-1
7155,0
7158,-1
7160,0
7162,0
7163,0
7164,0
7166,-1
7167,-1
7169,-1
7175,-1
7176,-1
7177,0
7178,-1
7182,0
7184,0
7185,-1
7198,-1
7203,-1
7204,0
7206,0
7211,-1
7221,-1
7223,-1
7228,-1
7229,0
7231,-1
7237,-1
7245,-1
7249,0
7251,-1
7252,-1
7259,-1
7262,-1
7266,-1
7271,-1
7274,-1
7275,-1
7277,0
7278,-1
7283,0
7286,0
7297,0
7298,0
7300,-1
7301,-1
7303,-1
7308,-1
7309,-1
7311,-1
7315,-1
7317,0
7320,-1
7324,-1
7328,0
7332,0
7336,-1
7338,-1
7340,-1
7345,0
7351,0
7352,-1
7368,-1
7370,0
7373,0
7374,-1
7377,0
7380,-1
7387,-1
7394,-1
7396,0
7401,-1
7403,-1
7407,0
7408,-1
7410,0
7412,-1
7413,0
7418,0
7424,-1
7426,-1
7429,-1
7431,-1
7433,-1
7434,-1
7437,0
7438,0
7443,0
7445,-1
7446,-1
7448,-1
7449,-1
7461,0
7463,0
7466,-1
7481,-1
7482,-1
7488,-1
7489,-1
7495,-1
7499,0
7500,-1
7508,-1
7512,-1
7513,0
7516,-1
7518,-1
7520,-1
7521,0
7523,0
7528,-1
7530,-1
7531,-1
7533,-1
7539,0
7542,-1
7545,-1
7546,-1
7550,-1
7551,0
7559,-1
7560,0
7563,-1
7564,-1
7570,-1
7571,-1
7574,-1
7578,-1
7581,-1
7583,-1
7587,-1
7590,-1
7591,-1
7596,-1
7597,-1
7598,0
7602,-1
7605,0
7617,-1
7618,-1
7622,-1
7624,-1
7625,-1
7627,-1
7628,0
7631,-1
7636,-1
7637,-1
7640,-1
7641,-1
7650,-1
7651,-1
7652,-1
7657,0
7668,-1
7669,-1
7673,-1
7677,-1
7678,-1
7679,0
7680,-1
7681,-1
7682,0
7693,-1
7695,0
7697,-1
7704,-1
7712,-1
7713,0
7714,-1
7715,-1
7716,-1
7724,-1
7730,-1
7733,-1
7738,0
7743,0
7744,0
7745,0
7752,0
7753,-1
7755,-1
7757,0
7761,-1
7764,-1
7766,-1
7772,-1
7782,-1
7786,-1
7794,-1
7800,-1
7804,-1
7809,0
7811,0
7812,-1
7817,0
7819,0
7828,-1
7829,-1
7830,-1
7831,-1
7833,-1
7835,-1
7844,0
7846,-1
7847,0
7850,-1
7855,-1
7857,-1
7858,0
7859,-1
7869,-1
7877,0
7879,0
7880,-1
7883,-1
7886,-1
7887,-1
7888,0
7889,-1
7892,0
7895,-1
7896,-1
7905,-1
7906,-1
7907,-1
7909,-1
7912,-1
7913,0
7918,-1
7934,-1
7935,-1
7937,-1
7939,-1
7944,-1
7947,-1
7952,-1
7954,0
7955,-1
7956,0
7957,-1
7959,-1
7962,0
7963,-1
7966,-1
7967,-1
7971,-1
7973,0
7975,0
7996,-1
7999,-1
8001,-1
8007,-1
8009,-1
8014,-1
8019,-1
8022,0
8024,-1
8025,0
8026,-1
8029,-1
8033,-1
8034,-1
8040,-1
8042,-1
8047,0
8051,0
8054,-1
8057,0
8059,0
8070,0
8074,0
8075,-1
8083,-1
8085,-1
8088,0
8090,0
8102,-1
8106,0
8107,0
8112,0
8113,0
8114,-1
8118,0
8125,-1
8126,0
8129,0
8130,-1
8131,0
8134,-1
8139,-1
8145,0
8151,-1
8155,0
8157,0
8159,0
8162,0
8168,-1
8173,-1
8174,0
8178,-1
8180,0
8183,-1
8184,-1
8189,-1
8193,0
8202,0
8203,0
8208,-1
8212,0
8214,0
8217,0
8229,-1
8230,-1
8234,0
8235,0
8238,-1
8243,0
8244,0
8245,0
8246,0
8247,0
8248,0
8250,-1
8255,0
8256,0
8259,-1
8260,0
8261,0
8268,0
8269,0
8270,-1
8277,0
8281,0
8283,-1
8286,0
8288,-1
8296,-1
8298,0
8302,0
8305,0
8307,0
8311,0
8317,0
8320,0
8321,-1
8322,-1
8323,-1
8340,-1
8344,-1
8345,0
8350,0
8351,-1
8356,-1
8360,0
8367,0
8373,-1
8380,-1
8383,-1
8388,-1
8391,-1
8394,-1
8395,0
8397,-1
8400,0
8401,0
8403,0
8405,-1
8410,0
8411,0
8416,-1
8420,-1
8422,-1
8425,0
8433,-1
8438,0
8440,0
8448,-1
8452,0
8453,0
8461,0
8468,0
8469,-1
8470,-1
8472,0
8475,0
8476,0
8477,0
8479,0
8485,0
8486,0
8489,-1
8497,0
8500,-1
8507,0
8508,-1
8511,0
8524,0
8530,-1
8547,0
8548,0
8556,-1
8557,-1
8563,0
8565,-1
8567,0
8569,0
8570,-1
8572,-1
8573,-1
8581,0
8584,-1
8587,-1
8594,0
8597,-1
8600,0
8601,0
8603,-1
8611,0
8612,0
8615,-1
8616,0
8617,-1
8622,-1
8634,0
8638,-1
8641,-1
8644,-1
8647,-1
8662,0
8675,-1
8678,-1
8686,0
8690,-1
8702,0
8705,0
8707,-1
8709,-1
8723,0
8729,0
8730,0
8732,-1
8738,-1
8739,-1
8746,-1
8749,-1
8752,-1
8757,-1
8764,-1
8767,0
8768,0
8769,0
8770,-1
8773,-1
8774,-1
8776,0
8777,-1
8779,-1
8783,-1
8785,-1
8786,-1
8795,0
8801,-1
8805,-1
8807,-1
8813,0
8815,0
8816,-1
8818,-1
8823,-1
8824,0
8827,-1
8834,-1
8835,-1
8836,-1
8837,-1
8839,-1
8841,-1
8845,-1
8848,-1
8850,-1
8856,-1
8860,-1
8864,-1
8871,-1
8880,-1
8881,-1
8888,-1
8894,0
8895,-1
8897,-1
8901,-1
8902,0
8904,-1
8906,-1
8907,-1
8908,-1
8910,-1
8911,-1
8913,0
8916,-1
8921,-1
8923,-1
8931,-1
8954,0
8959,-1
8967,0
8969,-1
8970,0
8971,-1
8976,0
8978,-1
8982,-1
8984,-1
8985,0
